FID,DNBR,MASK,RGB_prefire,RGB_within_fire_period,RGB_post_fire
5587,S2B_L2A_T12RYS_5587_20210506T174909_20210605T174909_10m_DNBR.TIF,S2B_L2A_T12RYS_5587_20210506T174909_20210605T174909_10m_MASK.TIF,S2B_L2A_T12RYS_5587_20210506T174909_10m_RGB.TIF,S2B_L2A_T12RYS_5587_20210605T174909_10m_RGB.TIF,-
5587,S2B_L2A_T12RYS_5587_20210612T173909_20210720T174911_10m_DNBR.TIF,S2B_L2A_T12RYS_5587_20210612T173909_20210720T174911_10m_MASK.TIF,-,S2B_L2A_T12RYS_5587_20210612T173909_10m_RGB.TIF,S2A_L2A_T12RYS_5587_20210720T174911_10m_RGB.TIF
5587,S2B_L2A_T12RYS_5587_20210612T173909_20210727T173911_10m_DNBR.TIF,S2B_L2A_T12RYS_5587_20210612T173909_20210727T173911_10m_MASK.TIF,-,S2B_L2A_T12RYS_5587_20210612T173909_10m_RGB.TIF,S2A_L2A_T12RYS_5587_20210727T173911_10m_RGB.TIF
5587,S2B_L2A_T12RYS_5587_20210612T173909_20210625T174909_10m_DNBR.TIF,S2B_L2A_T12RYS_5587_20210612T173909_20210625T174909_10m_MASK.TIF,-,S2B_L2A_T12RYS_5587_20210612T173909_10m_RGB.TIF,S2B_L2A_T12RYS_5587_20210625T174909_10m_RGB.TIF
5587,S2B_L2A_T12RYS_5587_20210612T173909_20210725T174909_10m_DNBR.TIF,S2B_L2A_T12RYS_5587_20210612T173909_20210725T174909_10m_MASK.TIF,-,S2B_L2A_T12RYS_5587_20210612T173909_10m_RGB.TIF,S2B_L2A_T12RYS_5587_20210725T174909_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210607T173901_20210720T174911_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210607T173901_20210720T174911_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210607T173901_10m_RGB.TIF,S2A_L2A_T12RYS_5587_20210720T174911_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210607T173901_20210727T173911_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210607T173901_20210727T173911_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210607T173901_10m_RGB.TIF,S2A_L2A_T12RYS_5587_20210727T173911_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210607T173901_20210625T174909_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210607T173901_20210625T174909_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210607T173901_10m_RGB.TIF,S2B_L2A_T12RYS_5587_20210625T174909_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210607T173901_20210725T174909_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210607T173901_20210725T174909_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210607T173901_10m_RGB.TIF,S2B_L2A_T12RYS_5587_20210725T174909_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210617T173901_20210720T174911_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210617T173901_20210720T174911_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210617T173901_10m_RGB.TIF,S2A_L2A_T12RYS_5587_20210720T174911_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210617T173901_20210727T173911_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210617T173901_20210727T173911_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210617T173901_10m_RGB.TIF,S2A_L2A_T12RYS_5587_20210727T173911_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210617T173901_20210625T174909_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210617T173901_20210625T174909_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210617T173901_10m_RGB.TIF,S2B_L2A_T12RYS_5587_20210625T174909_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210617T173901_20210725T174909_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210617T173901_20210725T174909_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210617T173901_10m_RGB.TIF,S2B_L2A_T12RYS_5587_20210725T174909_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210620T174911_20210720T174911_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210620T174911_20210720T174911_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210620T174911_10m_RGB.TIF,S2A_L2A_T12RYS_5587_20210720T174911_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210620T174911_20210727T173911_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210620T174911_20210727T173911_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210620T174911_10m_RGB.TIF,S2A_L2A_T12RYS_5587_20210727T173911_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210620T174911_20210625T174909_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210620T174911_20210625T174909_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210620T174911_10m_RGB.TIF,S2B_L2A_T12RYS_5587_20210625T174909_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210620T174911_20210725T174909_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210620T174911_20210725T174909_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210620T174911_10m_RGB.TIF,S2B_L2A_T12RYS_5587_20210725T174909_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210531T174911_20210720T174911_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210531T174911_20210720T174911_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210531T174911_10m_RGB.TIF,S2A_L2A_T12RYS_5587_20210720T174911_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210531T174911_20210727T173911_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210531T174911_20210727T173911_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210531T174911_10m_RGB.TIF,S2A_L2A_T12RYS_5587_20210727T173911_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210531T174911_20210625T174909_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210531T174911_20210625T174909_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210531T174911_10m_RGB.TIF,S2B_L2A_T12RYS_5587_20210625T174909_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210531T174911_20210725T174909_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210531T174911_20210725T174909_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210531T174911_10m_RGB.TIF,S2B_L2A_T12RYS_5587_20210725T174909_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210610T174911_20210720T174911_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210610T174911_20210720T174911_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210610T174911_10m_RGB.TIF,S2A_L2A_T12RYS_5587_20210720T174911_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210610T174911_20210727T173911_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210610T174911_20210727T173911_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210610T174911_10m_RGB.TIF,S2A_L2A_T12RYS_5587_20210727T173911_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210610T174911_20210625T174909_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210610T174911_20210625T174909_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210610T174911_10m_RGB.TIF,S2B_L2A_T12RYS_5587_20210625T174909_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210610T174911_20210725T174909_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210610T174911_20210725T174909_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210610T174911_10m_RGB.TIF,S2B_L2A_T12RYS_5587_20210725T174909_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210528T173901_20210720T174911_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210528T173901_20210720T174911_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210528T173901_10m_RGB.TIF,S2A_L2A_T12RYS_5587_20210720T174911_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210528T173901_20210727T173911_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210528T173901_20210727T173911_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210528T173901_10m_RGB.TIF,S2A_L2A_T12RYS_5587_20210727T173911_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210528T173901_20210625T174909_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210528T173901_20210625T174909_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210528T173901_10m_RGB.TIF,S2B_L2A_T12RYS_5587_20210625T174909_10m_RGB.TIF
5587,S2A_L2A_T12RYS_5587_20210528T173901_20210725T174909_10m_DNBR.TIF,S2A_L2A_T12RYS_5587_20210528T173901_20210725T174909_10m_MASK.TIF,-,S2A_L2A_T12RYS_5587_20210528T173901_10m_RGB.TIF,S2B_L2A_T12RYS_5587_20210725T174909_10m_RGB.TIF
5587,S2B_L2A_T12RYS_5587_20210605T174909_20210720T174911_10m_DNBR.TIF,S2B_L2A_T12RYS_5587_20210605T174909_20210720T174911_10m_MASK.TIF,-,S2B_L2A_T12RYS_5587_20210605T174909_10m_RGB.TIF,S2A_L2A_T12RYS_5587_20210720T174911_10m_RGB.TIF
5587,S2B_L2A_T12RYS_5587_20210605T174909_20210727T173911_10m_DNBR.TIF,S2B_L2A_T12RYS_5587_20210605T174909_20210727T173911_10m_MASK.TIF,-,S2B_L2A_T12RYS_5587_20210605T174909_10m_RGB.TIF,S2A_L2A_T12RYS_5587_20210727T173911_10m_RGB.TIF
5587,S2B_L2A_T12RYS_5587_20210605T174909_20210625T174909_10m_DNBR.TIF,S2B_L2A_T12RYS_5587_20210605T174909_20210625T174909_10m_MASK.TIF,-,S2B_L2A_T12RYS_5587_20210605T174909_10m_RGB.TIF,S2B_L2A_T12RYS_5587_20210625T174909_10m_RGB.TIF
5587,S2B_L2A_T12RYS_5587_20210605T174909_20210725T174909_10m_DNBR.TIF,S2B_L2A_T12RYS_5587_20210605T174909_20210725T174909_10m_MASK.TIF,-,S2B_L2A_T12RYS_5587_20210605T174909_10m_RGB.TIF,S2B_L2A_T12RYS_5587_20210725T174909_10m_RGB.TIF
5587,LC08_L1TP_034040_5587_20210518_20210721_10m_DNBR.TIF,LC08_L1TP_034040_5587_20210518_20210721_10m_MASK.TIF,LC08_L1TP_034040_5587_20210518_10m_RGB.TIF,-,LC08_L1TP_034040_5587_20210721_10m_RGB.TIF
5587,LC08_L1TP_034040_5587_20210518_20210822_10m_DNBR.TIF,LC08_L1TP_034040_5587_20210518_20210822_10m_MASK.TIF,LC08_L1TP_034040_5587_20210518_10m_RGB.TIF,-,LC08_L1TP_034040_5587_20210822_10m_RGB.TIF
5587,LC08_L1TP_034040_5587_20210331_20210721_10m_DNBR.TIF,LC08_L1TP_034040_5587_20210331_20210721_10m_MASK.TIF,LC08_L1TP_034040_5587_20210331_10m_RGB.TIF,-,LC08_L1TP_034040_5587_20210721_10m_RGB.TIF
5587,LC08_L1TP_034040_5587_20210331_20210822_10m_DNBR.TIF,LC08_L1TP_034040_5587_20210331_20210822_10m_MASK.TIF,LC08_L1TP_034040_5587_20210331_10m_RGB.TIF,-,LC08_L1TP_034040_5587_20210822_10m_RGB.TIF
5587,LC08_L1TP_034040_5587_20210502_20210721_10m_DNBR.TIF,LC08_L1TP_034040_5587_20210502_20210721_10m_MASK.TIF,LC08_L1TP_034040_5587_20210502_10m_RGB.TIF,-,LC08_L1TP_034040_5587_20210721_10m_RGB.TIF
5587,LC08_L1TP_034040_5587_20210502_20210822_10m_DNBR.TIF,LC08_L1TP_034040_5587_20210502_20210822_10m_MASK.TIF,LC08_L1TP_034040_5587_20210502_10m_RGB.TIF,-,LC08_L1TP_034040_5587_20210822_10m_RGB.TIF
5587,LC08_L1TP_034040_5587_20210518_20210619_10m_DNBR.TIF,LC08_L1TP_034040_5587_20210518_20210619_10m_MASK.TIF,LC08_L1TP_034040_5587_20210518_10m_RGB.TIF,LC08_L1TP_034040_5587_20210619_10m_RGB.TIF,-
5587,LC08_L1TP_033041_5587_20210409_20210612_10m_DNBR.TIF,LC08_L1TP_033041_5587_20210409_20210612_10m_MASK.TIF,LC08_L1TP_033041_5587_20210409_10m_RGB.TIF,LC08_L1TP_033041_5587_20210612_10m_RGB.TIF,-
5587,LC08_L1TP_033041_5587_20210425_20210612_10m_DNBR.TIF,LC08_L1TP_033041_5587_20210425_20210612_10m_MASK.TIF,LC08_L1TP_033041_5587_20210425_10m_RGB.TIF,LC08_L1TP_033041_5587_20210612_10m_RGB.TIF,-
5587,LC08_L1TP_033040_5587_20210409_20210612_10m_DNBR.TIF,LC08_L1TP_033040_5587_20210409_20210612_10m_MASK.TIF,LC08_L1TP_033040_5587_20210409_10m_RGB.TIF,LC08_L1TP_033040_5587_20210612_10m_RGB.TIF,-
5587,LC08_L1TP_034040_5587_20210331_20210619_10m_DNBR.TIF,LC08_L1TP_034040_5587_20210331_20210619_10m_MASK.TIF,LC08_L1TP_034040_5587_20210331_10m_RGB.TIF,LC08_L1TP_034040_5587_20210619_10m_RGB.TIF,-
5587,LC08_L1TP_033041_5587_20210324_20210612_10m_DNBR.TIF,LC08_L1TP_033041_5587_20210324_20210612_10m_MASK.TIF,LC08_L1TP_033041_5587_20210324_10m_RGB.TIF,LC08_L1TP_033041_5587_20210612_10m_RGB.TIF,-
5587,LC08_L1TP_033040_5587_20210511_20210612_10m_DNBR.TIF,LC08_L1TP_033040_5587_20210511_20210612_10m_MASK.TIF,LC08_L1TP_033040_5587_20210511_10m_RGB.TIF,LC08_L1TP_033040_5587_20210612_10m_RGB.TIF,-
5587,LC08_L1TP_034040_5587_20210502_20210619_10m_DNBR.TIF,LC08_L1TP_034040_5587_20210502_20210619_10m_MASK.TIF,LC08_L1TP_034040_5587_20210502_10m_RGB.TIF,LC08_L1TP_034040_5587_20210619_10m_RGB.TIF,-
5587,LC08_L1TP_034040_5587_20210619_20210721_10m_DNBR.TIF,LC08_L1TP_034040_5587_20210619_20210721_10m_MASK.TIF,-,LC08_L1TP_034040_5587_20210619_10m_RGB.TIF,LC08_L1TP_034040_5587_20210721_10m_RGB.TIF
5587,LC08_L1TP_034040_5587_20210619_20210822_10m_DNBR.TIF,LC08_L1TP_034040_5587_20210619_20210822_10m_MASK.TIF,-,LC08_L1TP_034040_5587_20210619_10m_RGB.TIF,LC08_L1TP_034040_5587_20210822_10m_RGB.TIF
5615,S2A_L2A_T12SWC_5615_20210514T175911_20210728T175909_10m_DNBR.TIF,S2A_L2A_T12SWC_5615_20210514T175911_20210728T175909_10m_MASK.TIF,S2A_L2A_T12SWC_5615_20210514T175911_10m_RGB.TIF,-,S2B_L2A_T12SWC_5615_20210728T175909_10m_RGB.TIF
5615,S2A_L2A_T12SWC_5615_20210514T175911_20210713T175921_10m_DNBR.TIF,S2A_L2A_T12SWC_5615_20210514T175911_20210713T175921_10m_MASK.TIF,S2A_L2A_T12SWC_5615_20210514T175911_10m_RGB.TIF,-,S2A_L2A_T12SWC_5615_20210713T175921_10m_RGB.TIF
5615,S2A_L2A_T12SWC_5615_20210514T175911_20210708T175909_10m_DNBR.TIF,S2A_L2A_T12SWC_5615_20210514T175911_20210708T175909_10m_MASK.TIF,S2A_L2A_T12SWC_5615_20210514T175911_10m_RGB.TIF,-,S2B_L2A_T12SWC_5615_20210708T175909_10m_RGB.TIF
5615,S2B_L2A_T12SWB_5615_20210519T175909_20210713T175921_10m_DNBR.TIF,S2B_L2A_T12SWB_5615_20210519T175909_20210713T175921_10m_MASK.TIF,S2B_L2A_T12SWB_5615_20210519T175909_10m_RGB.TIF,-,S2A_L2A_T12SWB_5615_20210713T175921_10m_RGB.TIF
5615,S2B_L2A_T12SWB_5615_20210519T175909_20210728T175909_10m_DNBR.TIF,S2B_L2A_T12SWB_5615_20210519T175909_20210728T175909_10m_MASK.TIF,S2B_L2A_T12SWB_5615_20210519T175909_10m_RGB.TIF,-,S2B_L2A_T12SWB_5615_20210728T175909_10m_RGB.TIF
5615,S2B_L2A_T12SWB_5615_20210519T175909_20210708T175909_10m_DNBR.TIF,S2B_L2A_T12SWB_5615_20210519T175909_20210708T175909_10m_MASK.TIF,S2B_L2A_T12SWB_5615_20210519T175909_10m_RGB.TIF,-,S2B_L2A_T12SWB_5615_20210708T175909_10m_RGB.TIF
5615,S2B_L2A_T12SWB_5615_20210519T175909_20210623T175911_10m_DNBR.TIF,S2B_L2A_T12SWB_5615_20210519T175909_20210623T175911_10m_MASK.TIF,S2B_L2A_T12SWB_5615_20210519T175909_10m_RGB.TIF,-,S2A_L2A_T12SWB_5615_20210623T175911_10m_RGB.TIF
5615,S2B_L2A_T12SVC_5615_20210419T175909_20210728T175909_10m_DNBR.TIF,S2B_L2A_T12SVC_5615_20210419T175909_20210728T175909_10m_MASK.TIF,S2B_L2A_T12SVC_5615_20210419T175909_10m_RGB.TIF,-,S2B_L2A_T12SVC_5615_20210728T175909_10m_RGB.TIF
5615,S2B_L2A_T12SVC_5615_20210419T175909_20210708T175909_10m_DNBR.TIF,S2B_L2A_T12SVC_5615_20210419T175909_20210708T175909_10m_MASK.TIF,S2B_L2A_T12SVC_5615_20210419T175909_10m_RGB.TIF,-,S2B_L2A_T12SVC_5615_20210708T175909_10m_RGB.TIF
5615,S2A_L2A_T12SVC_5615_20210424T175911_20210728T175909_10m_DNBR.TIF,S2A_L2A_T12SVC_5615_20210424T175911_20210728T175909_10m_MASK.TIF,S2A_L2A_T12SVC_5615_20210424T175911_10m_RGB.TIF,-,S2B_L2A_T12SVC_5615_20210728T175909_10m_RGB.TIF
5615,S2A_L2A_T12SVC_5615_20210424T175911_20210708T175909_10m_DNBR.TIF,S2A_L2A_T12SVC_5615_20210424T175911_20210708T175909_10m_MASK.TIF,S2A_L2A_T12SVC_5615_20210424T175911_10m_RGB.TIF,-,S2B_L2A_T12SVC_5615_20210708T175909_10m_RGB.TIF
5615,S2B_L2A_T12SWB_5615_20210419T175909_20210713T175921_10m_DNBR.TIF,S2B_L2A_T12SWB_5615_20210419T175909_20210713T175921_10m_MASK.TIF,S2B_L2A_T12SWB_5615_20210419T175909_10m_RGB.TIF,-,S2A_L2A_T12SWB_5615_20210713T175921_10m_RGB.TIF
5615,S2B_L2A_T12SWB_5615_20210419T175909_20210728T175909_10m_DNBR.TIF,S2B_L2A_T12SWB_5615_20210419T175909_20210728T175909_10m_MASK.TIF,S2B_L2A_T12SWB_5615_20210419T175909_10m_RGB.TIF,-,S2B_L2A_T12SWB_5615_20210728T175909_10m_RGB.TIF
5615,S2B_L2A_T12SWB_5615_20210419T175909_20210708T175909_10m_DNBR.TIF,S2B_L2A_T12SWB_5615_20210419T175909_20210708T175909_10m_MASK.TIF,S2B_L2A_T12SWB_5615_20210419T175909_10m_RGB.TIF,-,S2B_L2A_T12SWB_5615_20210708T175909_10m_RGB.TIF
5615,S2B_L2A_T12SWB_5615_20210419T175909_20210623T175911_10m_DNBR.TIF,S2B_L2A_T12SWB_5615_20210419T175909_20210623T175911_10m_MASK.TIF,S2B_L2A_T12SWB_5615_20210419T175909_10m_RGB.TIF,-,S2A_L2A_T12SWB_5615_20210623T175911_10m_RGB.TIF
5615,S2A_L2A_T12SWC_5615_20210524T175911_20210728T175909_10m_DNBR.TIF,S2A_L2A_T12SWC_5615_20210524T175911_20210728T175909_10m_MASK.TIF,S2A_L2A_T12SWC_5615_20210524T175911_10m_RGB.TIF,-,S2B_L2A_T12SWC_5615_20210728T175909_10m_RGB.TIF
5615,S2A_L2A_T12SWC_5615_20210524T175911_20210713T175921_10m_DNBR.TIF,S2A_L2A_T12SWC_5615_20210524T175911_20210713T175921_10m_MASK.TIF,S2A_L2A_T12SWC_5615_20210524T175911_10m_RGB.TIF,-,S2A_L2A_T12SWC_5615_20210713T175921_10m_RGB.TIF
5615,S2A_L2A_T12SWC_5615_20210524T175911_20210708T175909_10m_DNBR.TIF,S2A_L2A_T12SWC_5615_20210524T175911_20210708T175909_10m_MASK.TIF,S2A_L2A_T12SWC_5615_20210524T175911_10m_RGB.TIF,-,S2B_L2A_T12SWC_5615_20210708T175909_10m_RGB.TIF
5615,S2A_L2A_T12SWC_5615_20210424T175911_20210728T175909_10m_DNBR.TIF,S2A_L2A_T12SWC_5615_20210424T175911_20210728T175909_10m_MASK.TIF,S2A_L2A_T12SWC_5615_20210424T175911_10m_RGB.TIF,-,S2B_L2A_T12SWC_5615_20210728T175909_10m_RGB.TIF
5615,S2A_L2A_T12SWC_5615_20210424T175911_20210713T175921_10m_DNBR.TIF,S2A_L2A_T12SWC_5615_20210424T175911_20210713T175921_10m_MASK.TIF,S2A_L2A_T12SWC_5615_20210424T175911_10m_RGB.TIF,-,S2A_L2A_T12SWC_5615_20210713T175921_10m_RGB.TIF
5615,S2A_L2A_T12SWC_5615_20210424T175911_20210708T175909_10m_DNBR.TIF,S2A_L2A_T12SWC_5615_20210424T175911_20210708T175909_10m_MASK.TIF,S2A_L2A_T12SWC_5615_20210424T175911_10m_RGB.TIF,-,S2B_L2A_T12SWC_5615_20210708T175909_10m_RGB.TIF
5615,S2A_L2A_T12SWB_5615_20210424T175911_20210713T175921_10m_DNBR.TIF,S2A_L2A_T12SWB_5615_20210424T175911_20210713T175921_10m_MASK.TIF,S2A_L2A_T12SWB_5615_20210424T175911_10m_RGB.TIF,-,S2A_L2A_T12SWB_5615_20210713T175921_10m_RGB.TIF
5615,S2A_L2A_T12SWB_5615_20210424T175911_20210728T175909_10m_DNBR.TIF,S2A_L2A_T12SWB_5615_20210424T175911_20210728T175909_10m_MASK.TIF,S2A_L2A_T12SWB_5615_20210424T175911_10m_RGB.TIF,-,S2B_L2A_T12SWB_5615_20210728T175909_10m_RGB.TIF
5615,S2A_L2A_T12SWB_5615_20210424T175911_20210708T175909_10m_DNBR.TIF,S2A_L2A_T12SWB_5615_20210424T175911_20210708T175909_10m_MASK.TIF,S2A_L2A_T12SWB_5615_20210424T175911_10m_RGB.TIF,-,S2B_L2A_T12SWB_5615_20210708T175909_10m_RGB.TIF
5615,S2A_L2A_T12SWB_5615_20210424T175911_20210623T175911_10m_DNBR.TIF,S2A_L2A_T12SWB_5615_20210424T175911_20210623T175911_10m_MASK.TIF,S2A_L2A_T12SWB_5615_20210424T175911_10m_RGB.TIF,-,S2A_L2A_T12SWB_5615_20210623T175911_10m_RGB.TIF
5615,S2A_L2A_T12SVC_5615_20210504T175911_20210728T175909_10m_DNBR.TIF,S2A_L2A_T12SVC_5615_20210504T175911_20210728T175909_10m_MASK.TIF,S2A_L2A_T12SVC_5615_20210504T175911_10m_RGB.TIF,-,S2B_L2A_T12SVC_5615_20210728T175909_10m_RGB.TIF
5615,S2A_L2A_T12SVC_5615_20210504T175911_20210708T175909_10m_DNBR.TIF,S2A_L2A_T12SVC_5615_20210504T175911_20210708T175909_10m_MASK.TIF,S2A_L2A_T12SVC_5615_20210504T175911_10m_RGB.TIF,-,S2B_L2A_T12SVC_5615_20210708T175909_10m_RGB.TIF
5615,S2B_L2A_T12SWC_5615_20210419T175909_20210728T175909_10m_DNBR.TIF,S2B_L2A_T12SWC_5615_20210419T175909_20210728T175909_10m_MASK.TIF,S2B_L2A_T12SWC_5615_20210419T175909_10m_RGB.TIF,-,S2B_L2A_T12SWC_5615_20210728T175909_10m_RGB.TIF
5615,S2B_L2A_T12SWC_5615_20210419T175909_20210713T175921_10m_DNBR.TIF,S2B_L2A_T12SWC_5615_20210419T175909_20210713T175921_10m_MASK.TIF,S2B_L2A_T12SWC_5615_20210419T175909_10m_RGB.TIF,-,S2A_L2A_T12SWC_5615_20210713T175921_10m_RGB.TIF
5615,S2B_L2A_T12SWC_5615_20210419T175909_20210708T175909_10m_DNBR.TIF,S2B_L2A_T12SWC_5615_20210419T175909_20210708T175909_10m_MASK.TIF,S2B_L2A_T12SWC_5615_20210419T175909_10m_RGB.TIF,-,S2B_L2A_T12SWC_5615_20210708T175909_10m_RGB.TIF
5615,S2B_L2A_T12SVC_5615_20210509T175909_20210728T175909_10m_DNBR.TIF,S2B_L2A_T12SVC_5615_20210509T175909_20210728T175909_10m_MASK.TIF,S2B_L2A_T12SVC_5615_20210509T175909_10m_RGB.TIF,-,S2B_L2A_T12SVC_5615_20210728T175909_10m_RGB.TIF
5615,S2B_L2A_T12SVC_5615_20210509T175909_20210708T175909_10m_DNBR.TIF,S2B_L2A_T12SVC_5615_20210509T175909_20210708T175909_10m_MASK.TIF,S2B_L2A_T12SVC_5615_20210509T175909_10m_RGB.TIF,-,S2B_L2A_T12SVC_5615_20210708T175909_10m_RGB.TIF
5615,S2B_L2A_T12SVB_5615_20210419T175909_20210728T175909_10m_DNBR.TIF,S2B_L2A_T12SVB_5615_20210419T175909_20210728T175909_10m_MASK.TIF,S2B_L2A_T12SVB_5615_20210419T175909_10m_RGB.TIF,-,S2B_L2A_T12SVB_5615_20210728T175909_10m_RGB.TIF
5615,S2B_L2A_T12SVB_5615_20210419T175909_20210708T175909_10m_DNBR.TIF,S2B_L2A_T12SVB_5615_20210419T175909_20210708T175909_10m_MASK.TIF,S2B_L2A_T12SVB_5615_20210419T175909_10m_RGB.TIF,-,S2B_L2A_T12SVB_5615_20210708T175909_10m_RGB.TIF
5615,S2A_L2A_T12SVB_5615_20210524T175911_20210728T175909_10m_DNBR.TIF,S2A_L2A_T12SVB_5615_20210524T175911_20210728T175909_10m_MASK.TIF,S2A_L2A_T12SVB_5615_20210524T175911_10m_RGB.TIF,-,S2B_L2A_T12SVB_5615_20210728T175909_10m_RGB.TIF
5615,S2A_L2A_T12SVB_5615_20210524T175911_20210708T175909_10m_DNBR.TIF,S2A_L2A_T12SVB_5615_20210524T175911_20210708T175909_10m_MASK.TIF,S2A_L2A_T12SVB_5615_20210524T175911_10m_RGB.TIF,-,S2B_L2A_T12SVB_5615_20210708T175909_10m_RGB.TIF
5615,S2B_L2A_T12SVC_5615_20210429T175909_20210728T175909_10m_DNBR.TIF,S2B_L2A_T12SVC_5615_20210429T175909_20210728T175909_10m_MASK.TIF,S2B_L2A_T12SVC_5615_20210429T175909_10m_RGB.TIF,-,S2B_L2A_T12SVC_5615_20210728T175909_10m_RGB.TIF
5615,S2B_L2A_T12SVC_5615_20210429T175909_20210708T175909_10m_DNBR.TIF,S2B_L2A_T12SVC_5615_20210429T175909_20210708T175909_10m_MASK.TIF,S2B_L2A_T12SVC_5615_20210429T175909_10m_RGB.TIF,-,S2B_L2A_T12SVC_5615_20210708T175909_10m_RGB.TIF
5615,S2A_L2A_T12SVB_5615_20210424T175911_20210728T175909_10m_DNBR.TIF,S2A_L2A_T12SVB_5615_20210424T175911_20210728T175909_10m_MASK.TIF,S2A_L2A_T12SVB_5615_20210424T175911_10m_RGB.TIF,-,S2B_L2A_T12SVB_5615_20210728T175909_10m_RGB.TIF
5615,S2A_L2A_T12SVB_5615_20210424T175911_20210708T175909_10m_DNBR.TIF,S2A_L2A_T12SVB_5615_20210424T175911_20210708T175909_10m_MASK.TIF,S2A_L2A_T12SVB_5615_20210424T175911_10m_RGB.TIF,-,S2B_L2A_T12SVB_5615_20210708T175909_10m_RGB.TIF
